pattern,scenario,status_code,response_time,timestamp,load_phase
orchestration,payment_failure,200,0.031735897064208984,2025-09-15T14:18:15.426886,single
orchestration,payment_failure,200,0.02050495147705078,2025-09-15T14:18:15.548631,single
orchestration,payment_failure,200,0.026946067810058594,2025-09-15T14:18:15.676938,single
orchestration,payment_failure,200,0.01842808723449707,2025-09-15T14:18:15.796736,single
orchestration,payment_failure,200,0.01665019989013672,2025-09-15T14:18:15.914692,single
orchestration,payment_failure,200,0.025204896926879883,2025-09-15T14:18:16.041216,single
orchestration,payment_failure,200,0.02644181251525879,2025-09-15T14:18:16.169018,single
orchestration,payment_failure,200,0.027554988861083984,2025-09-15T14:18:16.298052,single
orchestration,payment_failure,200,0.029076814651489258,2025-09-15T14:18:16.427523,single
orchestration,payment_failure,200,0.025685787200927734,2025-09-15T14:18:16.554591,single
choreography,load_success,200,0.25191807746887207,2025-09-15T14:21:17.345414,light
choreography,load_success,200,0.008454322814941406,2025-09-15T14:21:19.497546,light
choreography,load_success,200,0.009402036666870117,2025-09-15T14:21:21.827829,light
choreography,load_success,200,0.012154102325439453,2025-09-15T14:21:23.358104,light
choreography,load_success,200,0.006573677062988281,2025-09-15T14:21:25.634613,light
choreography,load_success,200,0.0070798397064208984,2025-09-15T14:21:27.641328,light
choreography,load_success,200,0.03009200096130371,2025-09-15T14:21:29.307821,light
choreography,load_success,200,0.007667064666748047,2025-09-15T14:21:30.948572,light
choreography,load_success,200,0.006964921951293945,2025-09-15T14:21:32.633479,light
choreography,load_success,200,0.029214859008789062,2025-09-15T14:21:34.611113,light
choreography,load_success,200,0.0070590972900390625,2025-09-15T14:21:36.563897,light
choreography,load_success,200,0.038973331451416016,2025-09-15T14:21:38.105845,light
choreography,load_success,200,0.007095813751220703,2025-09-15T14:21:40.575380,light
choreography,load_success,200,0.006307125091552734,2025-09-15T14:21:42.594872,light
choreography,load_success,200,0.008561849594116211,2025-09-15T14:21:44.638283,light
choreography,load_success,200,0.0074920654296875,2025-09-15T14:21:46.648963,light
choreography,load_success,200,0.009294748306274414,2025-09-15T14:21:48.993380,light
choreography,load_success,200,0.008527994155883789,2025-09-15T14:21:50.552103,light
choreography,load_success,200,0.015413999557495117,2025-09-15T14:21:53.049858,light
choreography,load_success,200,0.006506919860839844,2025-09-15T14:21:55.528315,light
choreography,load_success,200,0.012430906295776367,2025-09-15T14:21:57.690683,light
choreography,load_success,200,0.022491931915283203,2025-09-15T14:21:59.473966,light
choreography,load_success,200,0.010965108871459961,2025-09-15T14:22:01.106446,light
choreography,load_stock_failure,200,0.007261037826538086,2025-09-15T14:22:02.986564,light
choreography,load_success,200,0.006707906723022461,2025-09-15T14:22:04.930073,light
choreography,load_success,200,0.014018058776855469,2025-09-15T14:22:07.317466,light
choreography,load_success,200,0.010826826095581055,2025-09-15T14:22:09.101071,light
choreography,load_success,200,0.013600826263427734,2025-09-15T14:22:11.263451,light
choreography,load_success,200,0.023988962173461914,2025-09-15T14:22:13.245822,light
choreography,load_success,200,0.031130075454711914,2025-09-15T14:22:15.452084,light
choreography,load_success,200,0.009101152420043945,2025-09-15T14:22:17.151500,light
choreography,load_success,200,0.015506982803344727,2025-09-15T14:22:18.812975,light
choreography,load_success,200,0.009173870086669922,2025-09-15T14:22:21.023152,light
choreography,load_success,200,0.03464102745056152,2025-09-15T14:22:23.234102,light
choreography,load_success,200,0.01127004623413086,2025-09-15T14:22:25.725331,light
choreography,load_success,200,0.009417057037353516,2025-09-15T14:22:27.267617,light
choreography,load_success,200,0.011069059371948242,2025-09-15T14:22:29.578364,light
choreography,load_success,200,0.011896133422851562,2025-09-15T14:22:31.515045,light
choreography,load_success,200,0.010148763656616211,2025-09-15T14:22:33.532686,light
choreography,load_success,200,0.00932002067565918,2025-09-15T14:22:35.441584,light
choreography,load_success,200,0.020540952682495117,2025-09-15T14:22:37.684306,light
choreography,load_success,200,0.040113210678100586,2025-09-15T14:22:39.466363,light
choreography,load_success,200,0.007519245147705078,2025-09-15T14:22:41.964293,light
choreography,load_success,200,0.0231020450592041,2025-09-15T14:22:44.244871,light
choreography,load_success,200,0.00992894172668457,2025-09-15T14:22:46.084221,light
orchestration,load_success,200,0.43418216705322266,2025-09-15T14:21:17.528440,light
orchestration,load_success,200,0.015328168869018555,2025-09-15T14:21:19.199667,light
orchestration,load_success,200,0.05107307434082031,2025-09-15T14:21:21.006438,light
orchestration,load_success,200,0.030460357666015625,2025-09-15T14:21:22.600913,light
orchestration,load_success,200,0.023314237594604492,2025-09-15T14:21:25.079396,light
orchestration,load_success,200,0.015176773071289062,2025-09-15T14:21:27.051266,light
orchestration,load_success,200,0.013535261154174805,2025-09-15T14:21:28.797074,light
orchestration,load_success,200,0.022217988967895508,2025-09-15T14:21:30.946998,light
orchestration,load_stock_failure,200,0.03226780891418457,2025-09-15T14:21:32.750701,light
orchestration,load_success,200,0.016876935958862305,2025-09-15T14:21:35.058055,light
orchestration,load_success,200,0.015877962112426758,2025-09-15T14:21:37.227320,light
orchestration,load_success,200,0.017154932022094727,2025-09-15T14:21:38.769503,light
orchestration,load_success,200,0.024721860885620117,2025-09-15T14:21:40.953656,light
orchestration,load_success,200,0.06778907775878906,2025-09-15T14:21:43.065021,light
orchestration,load_success,200,0.016325712203979492,2025-09-15T14:21:44.866561,light
orchestration,load_success,200,0.03583574295043945,2025-09-15T14:21:46.524801,light
orchestration,load_success,200,0.027283906936645508,2025-09-15T14:21:48.116246,light
orchestration,load_success,200,0.016004085540771484,2025-09-15T14:21:50.381864,light
orchestration,load_success,200,0.05767226219177246,2025-09-15T14:21:52.030573,light
orchestration,load_success,200,0.014081954956054688,2025-09-15T14:21:53.792570,light
orchestration,load_success,200,0.014568090438842773,2025-09-15T14:21:55.862841,light
orchestration,load_success,200,0.024939775466918945,2025-09-15T14:21:58.122060,light
orchestration,load_success,200,0.018039226531982422,2025-09-15T14:22:00.443822,light
orchestration,load_success,200,0.023608922958374023,2025-09-15T14:22:02.179360,light
orchestration,load_stock_failure,200,0.018080949783325195,2025-09-15T14:22:04.533157,light
orchestration,load_success,200,0.01606297492980957,2025-09-15T14:22:06.105673,light
orchestration,load_stock_failure,200,0.02119302749633789,2025-09-15T14:22:08.104545,light
orchestration,load_success,200,0.01617717742919922,2025-09-15T14:22:10.534158,light
orchestration,load_success,200,0.018266916275024414,2025-09-15T14:22:12.755390,light
orchestration,load_success,200,0.017148971557617188,2025-09-15T14:22:14.734552,light
orchestration,load_stock_failure,200,0.020221948623657227,2025-09-15T14:22:16.716760,light
orchestration,load_payment_failure,200,0.01853322982788086,2025-09-15T14:22:19.072109,light
orchestration,load_success,200,0.02911686897277832,2025-09-15T14:22:21.299479,light
orchestration,load_success,200,0.02309393882751465,2025-09-15T14:22:23.444892,light
orchestration,load_payment_failure,200,0.026782989501953125,2025-09-15T14:22:25.471046,light
orchestration,load_success,200,0.033200740814208984,2025-09-15T14:22:27.761216,light
orchestration,load_success,200,0.03282809257507324,2025-09-15T14:22:29.740038,light
orchestration,load_success,200,0.02679300308227539,2025-09-15T14:22:31.575753,light
orchestration,load_stock_failure,200,0.0178067684173584,2025-09-15T14:22:33.115202,light
orchestration,load_success,200,0.044280052185058594,2025-09-15T14:22:35.242770,light
orchestration,load_success,200,0.02268075942993164,2025-09-15T14:22:36.996330,light
orchestration,load_success,200,0.023905038833618164,2025-09-15T14:22:39.197262,light
orchestration,load_success,200,0.02834296226501465,2025-09-15T14:22:41.594649,light
orchestration,load_success,200,0.020969152450561523,2025-09-15T14:22:43.795382,light
orchestration,load_success,200,0.025278091430664062,2025-09-15T14:22:46.280734,light
choreography,load_success,200,0.22346806526184082,2025-09-15T14:21:17.318295,light
choreography,load_success,200,0.00866079330444336,2025-09-15T14:21:19.469783,light
choreography,load_success,200,0.011802911758422852,2025-09-15T14:21:21.624974,light
choreography,load_success,200,0.021313190460205078,2025-09-15T14:21:23.177173,light
choreography,load_success,200,0.007166147232055664,2025-09-15T14:21:25.412097,light
choreography,load_success,200,0.011359214782714844,2025-09-15T14:21:27.440599,light
choreography,load_success,200,0.00825190544128418,2025-09-15T14:21:28.986551,light
choreography,load_success,200,0.010307073593139648,2025-09-15T14:21:31.218820,light
choreography,load_success,200,0.006844997406005859,2025-09-15T14:21:33.584679,light
choreography,load_success,200,0.00843501091003418,2025-09-15T14:21:35.131661,light
choreography,load_stock_failure,200,0.006552934646606445,2025-09-15T14:21:37.593284,light
choreography,load_success,200,0.010907888412475586,2025-09-15T14:21:39.594677,light
choreography,load_success,200,0.013907194137573242,2025-09-15T14:21:41.735839,light
choreography,load_stock_failure,200,0.007561922073364258,2025-09-15T14:21:43.804362,light
choreography,load_success,200,0.022965669631958008,2025-09-15T14:21:45.394324,light
choreography,load_success,200,0.015592098236083984,2025-09-15T14:21:47.089593,light
choreography,load_success,200,0.006986856460571289,2025-09-15T14:21:48.861908,light
choreography,load_stock_failure,200,0.01240992546081543,2025-09-15T14:21:50.895222,light
choreography,load_success,200,0.029335975646972656,2025-09-15T14:21:52.891494,light
choreography,load_success,200,0.03306412696838379,2025-09-15T14:21:54.821370,light
choreography,load_success,200,0.008116006851196289,2025-09-15T14:21:56.505700,light
choreography,load_success,200,0.013180255889892578,2025-09-15T14:21:58.600307,light
choreography,load_success,200,0.011626720428466797,2025-09-15T14:22:00.649473,light
choreography,load_success,200,0.01698923110961914,2025-09-15T14:22:02.237186,light
choreography,load_success,200,0.00898289680480957,2025-09-15T14:22:04.151235,light
choreography,load_success,200,0.007803201675415039,2025-09-15T14:22:05.910710,light
choreography,load_stock_failure,200,0.04526996612548828,2025-09-15T14:22:07.840590,light
choreography,load_success,200,0.022487163543701172,2025-09-15T14:22:09.751661,light
choreography,load_stock_failure,200,0.008070945739746094,2025-09-15T14:22:11.320526,light
choreography,load_payment_failure,200,0.015713214874267578,2025-09-15T14:22:12.973133,light
choreography,load_success,200,0.009462118148803711,2025-09-15T14:22:14.603769,light
choreography,load_success,200,0.05120706558227539,2025-09-15T14:22:16.580088,light
choreography,load_success,200,0.012761116027832031,2025-09-15T14:22:18.757032,light
choreography,load_success,200,0.007832050323486328,2025-09-15T14:22:20.354870,light
choreography,load_success,200,0.007895946502685547,2025-09-15T14:22:22.722942,light
choreography,load_success,200,0.007230043411254883,2025-09-15T14:22:24.502090,light
choreography,load_success,200,0.009757757186889648,2025-09-15T14:22:26.764107,light
choreography,load_payment_failure,200,0.022886276245117188,2025-09-15T14:22:29.069703,light
choreography,load_success,200,0.012882709503173828,2025-09-15T14:22:31.095583,light
choreography,load_success,200,0.009803056716918945,2025-09-15T14:22:32.984198,light
choreography,load_success,200,0.01268911361694336,2025-09-15T14:22:35.325521,light
choreography,load_success,200,0.052681922912597656,2025-09-15T14:22:37.623826,light
choreography,load_success,200,0.006608247756958008,2025-09-15T14:22:39.828023,light
choreography,load_success,200,0.009980916976928711,2025-09-15T14:22:41.478786,light
choreography,load_success,200,0.007337093353271484,2025-09-15T14:22:43.908191,light
choreography,load_success,200,0.007664203643798828,2025-09-15T14:22:46.402007,light
orchestration,load_success,200,0.3291630744934082,2025-09-15T14:21:17.424089,light
orchestration,load_success,200,0.016473770141601562,2025-09-15T14:21:19.588225,light
orchestration,load_success,200,0.07120609283447266,2025-09-15T14:21:21.664372,light
orchestration,load_stock_failure,200,0.02726888656616211,2025-09-15T14:21:23.721384,light
orchestration,load_success,200,0.01629805564880371,2025-09-15T14:21:25.250880,light
orchestration,load_success,200,0.03261399269104004,2025-09-15T14:21:26.845726,light
orchestration,load_success,200,0.048123836517333984,2025-09-15T14:21:28.449438,light
orchestration,load_payment_failure,200,0.015341758728027344,2025-09-15T14:21:30.016009,light
orchestration,load_success,200,0.015095233917236328,2025-09-15T14:21:32.009037,light
orchestration,load_stock_failure,200,0.012861013412475586,2025-09-15T14:21:33.844299,light
orchestration,load_success,200,0.0214998722076416,2025-09-15T14:21:36.041877,light
orchestration,load_success,200,0.016170978546142578,2025-09-15T14:21:37.564948,light
orchestration,load_success,200,0.01409006118774414,2025-09-15T14:21:39.621337,light
orchestration,load_success,200,0.03179478645324707,2025-09-15T14:21:41.852115,light
orchestration,load_success,200,0.021543025970458984,2025-09-15T14:21:43.417870,light
orchestration,load_success,200,0.025313138961791992,2025-09-15T14:21:45.470398,light
orchestration,load_success,200,0.022426843643188477,2025-09-15T14:21:47.281488,light
orchestration,load_payment_failure,200,0.012865066528320312,2025-09-15T14:21:48.846973,light
orchestration,load_success,200,0.0176088809967041,2025-09-15T14:21:51.320356,light
orchestration,load_stock_failure,200,0.024404048919677734,2025-09-15T14:21:53.771514,light
orchestration,load_success,200,0.016080141067504883,2025-09-15T14:21:55.806662,light
orchestration,load_success,200,0.028290987014770508,2025-09-15T14:21:58.075926,light
orchestration,load_success,200,0.017403841018676758,2025-09-15T14:22:00.036689,light
orchestration,load_success,200,0.0350492000579834,2025-09-15T14:22:02.201445,light
orchestration,load_success,200,0.028647899627685547,2025-09-15T14:22:04.513186,light
orchestration,load_success,200,0.017436742782592773,2025-09-15T14:22:06.465111,light
orchestration,load_success,200,0.015400171279907227,2025-09-15T14:22:08.243760,light
orchestration,load_success,200,0.03924107551574707,2025-09-15T14:22:09.981209,light
orchestration,load_success,200,0.017961978912353516,2025-09-15T14:22:12.196355,light
orchestration,load_success,200,0.016152143478393555,2025-09-15T14:22:13.972513,light
orchestration,load_success,200,0.03185582160949707,2025-09-15T14:22:16.443243,light
orchestration,load_success,200,0.0343320369720459,2025-09-15T14:22:18.841251,light
orchestration,load_success,200,0.025758028030395508,2025-09-15T14:22:20.671303,light
orchestration,load_success,200,0.0181729793548584,2025-09-15T14:22:22.764915,light
orchestration,load_success,200,0.03237509727478027,2025-09-15T14:22:25.285293,light
orchestration,load_success,200,0.01809382438659668,2025-09-15T14:22:27.544873,light
orchestration,load_success,200,0.014184951782226562,2025-09-15T14:22:29.828146,light
orchestration,load_success,200,0.021759986877441406,2025-09-15T14:22:32.194860,light
orchestration,load_success,200,0.01874995231628418,2025-09-15T14:22:34.713867,light
orchestration,load_success,200,0.03232002258300781,2025-09-15T14:22:36.862875,light
orchestration,load_stock_failure,200,0.01643824577331543,2025-09-15T14:22:38.493840,light
orchestration,load_success,200,0.02235126495361328,2025-09-15T14:22:40.677147,light
orchestration,load_success,200,0.047302961349487305,2025-09-15T14:22:42.644128,light
orchestration,load_success,200,0.01857280731201172,2025-09-15T14:22:44.413712,light
orchestration,load_success,200,0.037532806396484375,2025-09-15T14:22:45.977741,light
choreography,load_stock_failure,200,0.2108321189880371,2025-09-15T14:21:17.305844,light
choreography,load_success,200,0.010076045989990234,2025-09-15T14:21:19.102023,light
choreography,load_success,200,0.051995038986206055,2025-09-15T14:21:20.995246,light
choreography,load_success,200,0.02692580223083496,2025-09-15T14:21:23.153672,light
choreography,load_success,200,0.006327152252197266,2025-09-15T14:21:25.546095,light
choreography,load_success,200,0.010113000869750977,2025-09-15T14:21:27.450337,light
choreography,load_success,200,0.011587858200073242,2025-09-15T14:21:29.099777,light
choreography,load_success,200,0.008333206176757812,2025-09-15T14:21:31.361195,light
choreography,load_success,200,0.011790990829467773,2025-09-15T14:21:33.160990,light
choreography,load_success,200,0.01204991340637207,2025-09-15T14:21:35.001528,light
choreography,load_success,200,0.008983850479125977,2025-09-15T14:21:37.364230,light
choreography,load_success,200,0.00868368148803711,2025-09-15T14:21:38.887667,light
choreography,load_success,200,0.0076999664306640625,2025-09-15T14:21:40.789235,light
choreography,load_success,200,0.04593396186828613,2025-09-15T14:21:43.017032,light
choreography,load_success,200,0.008345842361450195,2025-09-15T14:21:44.941386,light
choreography,load_success,200,0.006957054138183594,2025-09-15T14:21:46.736241,light
choreography,load_success,200,0.00966501235961914,2025-09-15T14:21:49.003649,light
choreography,load_success,200,0.006897926330566406,2025-09-15T14:21:50.732467,light
choreography,load_stock_failure,200,0.01787424087524414,2025-09-15T14:21:52.880805,light
choreography,load_payment_failure,200,0.008133172988891602,2025-09-15T14:21:54.874617,light
choreography,load_success,200,0.00798487663269043,2025-09-15T14:21:57.272989,light
choreography,load_success,200,0.0087738037109375,2025-09-15T14:21:58.845252,light
choreography,load_success,200,0.00915217399597168,2025-09-15T14:22:01.082347,light
choreography,load_success,200,0.012382268905639648,2025-09-15T14:22:03.502524,light
choreography,load_success,200,0.006590127944946289,2025-09-15T14:22:05.766679,light
choreography,load_success,200,0.0791780948638916,2025-09-15T14:22:07.832244,light
choreography,load_success,200,0.007645130157470703,2025-09-15T14:22:10.245367,light
choreography,load_success,200,0.015183210372924805,2025-09-15T14:22:11.957735,light
choreography,load_stock_failure,200,0.010022878646850586,2025-09-15T14:22:13.509108,light
choreography,load_success,200,0.008476972579956055,2025-09-15T14:22:15.219936,light
choreography,load_success,200,0.007786989212036133,2025-09-15T14:22:17.370466,light
choreography,load_success,200,0.007999897003173828,2025-09-15T14:22:18.933222,light
choreography,load_success,200,0.0057718753814697266,2025-09-15T14:22:20.859880,light
choreography,load_success,200,0.029307126998901367,2025-09-15T14:22:23.250247,light
choreography,load_stock_failure,200,0.0110321044921875,2025-09-15T14:22:25.121333,light
choreography,load_success,200,0.011693000793457031,2025-09-15T14:22:27.469945,light
choreography,load_success,200,0.015175819396972656,2025-09-15T14:22:29.696159,light
choreography,load_success,200,0.012593984603881836,2025-09-15T14:22:32.030457,light
choreography,load_success,200,0.007662057876586914,2025-09-15T14:22:33.937035,light
choreography,load_stock_failure,200,0.01522374153137207,2025-09-15T14:22:36.443609,light
choreography,load_success,200,0.00826716423034668,2025-09-15T14:22:38.257906,light
choreography,load_success,200,0.007456064224243164,2025-09-15T14:22:40.730458,light
choreography,load_payment_failure,200,0.012054204940795898,2025-09-15T14:22:43.219538,light
choreography,load_stock_failure,200,0.016588926315307617,2025-09-15T14:22:44.864897,light
choreography,load_success,200,0.03896975517272949,2025-09-15T14:22:46.987245,light
orchestration,load_stock_failure,200,0.31177401542663574,2025-09-15T14:21:17.406827,light
orchestration,load_success,200,0.01683187484741211,2025-09-15T14:21:19.663411,light
orchestration,load_success,200,0.020614147186279297,2025-09-15T14:21:21.304457,light
orchestration,load_success,200,0.014239072799682617,2025-09-15T14:21:23.802835,light
orchestration,load_success,200,0.021853923797607422,2025-09-15T14:21:25.885309,light
orchestration,load_success,200,0.020605802536010742,2025-09-15T14:21:27.787125,light
orchestration,load_success,200,0.03699684143066406,2025-09-15T14:21:29.682728,light
orchestration,load_success,200,0.021059751510620117,2025-09-15T14:21:31.208984,light
orchestration,load_stock_failure,200,0.015447139739990234,2025-09-15T14:21:32.848216,light
orchestration,load_success,200,0.014400005340576172,2025-09-15T14:21:35.190559,light
orchestration,load_success,200,0.026237964630126953,2025-09-15T14:21:37.143569,light
orchestration,load_success,200,0.041342973709106445,2025-09-15T14:21:39.374386,light
orchestration,load_payment_failure,200,0.028193950653076172,2025-09-15T14:21:41.420062,light
orchestration,load_success,200,0.022833824157714844,2025-09-15T14:21:43.244704,light
orchestration,load_success,200,0.02012324333190918,2025-09-15T14:21:45.681658,light
orchestration,load_success,200,0.042558908462524414,2025-09-15T14:21:47.944019,light
orchestration,load_success,200,0.018229961395263672,2025-09-15T14:21:49.994804,light
orchestration,load_success,200,0.020097017288208008,2025-09-15T14:21:51.558928,light
orchestration,load_success,200,0.016319990158081055,2025-09-15T14:21:53.664391,light
orchestration,load_success,200,0.01938033103942871,2025-09-15T14:21:55.898849,light
orchestration,load_success,200,0.013338088989257812,2025-09-15T14:21:58.380615,light
orchestration,load_success,200,0.02086782455444336,2025-09-15T14:21:59.917558,light
orchestration,load_success,200,0.04150891304016113,2025-09-15T14:22:01.994286,light
orchestration,load_success,200,0.029753923416137695,2025-09-15T14:22:03.534438,light
orchestration,load_success,200,0.016727924346923828,2025-09-15T14:22:05.953046,light
orchestration,load_success,200,0.028419971466064453,2025-09-15T14:22:08.133981,light
orchestration,load_success,200,0.017284154891967773,2025-09-15T14:22:10.090009,light
orchestration,load_success,200,0.016529083251953125,2025-09-15T14:22:12.085131,light
orchestration,load_success,200,0.0328521728515625,2025-09-15T14:22:13.666911,light
orchestration,load_success,200,0.023127079010009766,2025-09-15T14:22:15.661777,light
orchestration,load_success,200,0.026937007904052734,2025-09-15T14:22:17.611804,light
orchestration,load_success,200,0.014899015426635742,2025-09-15T14:22:20.078907,light
orchestration,load_success,200,0.01869797706604004,2025-09-15T14:22:21.659445,light
orchestration,load_success,200,0.01442718505859375,2025-09-15T14:22:23.638941,light
orchestration,load_success,200,0.02289104461669922,2025-09-15T14:22:25.637497,light
orchestration,load_success,200,0.06729006767272949,2025-09-15T14:22:28.170472,light
orchestration,load_stock_failure,200,0.0167691707611084,2025-09-15T14:22:30.137191,light
orchestration,load_success,200,0.015954971313476562,2025-09-15T14:22:31.893679,light
orchestration,load_success,200,0.03831768035888672,2025-09-15T14:22:33.839123,light
orchestration,load_success,200,0.020323991775512695,2025-09-15T14:22:35.909036,light
orchestration,load_success,200,0.01564502716064453,2025-09-15T14:22:38.273667,light
orchestration,load_success,200,0.017771005630493164,2025-09-15T14:22:39.945725,light
orchestration,load_success,200,0.02456378936767578,2025-09-15T14:22:41.853263,light
orchestration,load_success,200,0.05750322341918945,2025-09-15T14:22:43.740112,light
orchestration,load_success,200,0.052587032318115234,2025-09-15T14:22:45.312451,light
orchestration,load_success,200,0.044426918029785156,2025-09-15T14:22:46.983512,light
choreography,load_success,200,0.06729388236999512,2025-09-15T14:21:17.162402,light
choreography,load_success,200,0.030121326446533203,2025-09-15T14:21:18.913210,light
choreography,load_success,200,0.011757850646972656,2025-09-15T14:21:21.043583,light
choreography,load_success,200,0.043968915939331055,2025-09-15T14:21:23.328926,light
choreography,load_success,200,0.010178089141845703,2025-09-15T14:21:25.735438,light
choreography,load_success,200,0.008440971374511719,2025-09-15T14:21:27.594264,light
choreography,load_success,200,0.02945423126220703,2025-09-15T14:21:29.307749,light
choreography,load_success,200,0.011167049407958984,2025-09-15T14:21:31.174338,light
choreography,load_success,200,0.012634038925170898,2025-09-15T14:21:33.136354,light
choreography,load_success,200,0.007617950439453125,2025-09-15T14:21:35.549275,light
choreography,load_success,200,0.011924028396606445,2025-09-15T14:21:37.412152,light
choreography,load_success,200,0.021817922592163086,2025-09-15T14:21:39.899663,light
choreography,load_success,200,0.017450809478759766,2025-09-15T14:21:41.831718,light
choreography,load_success,200,0.02593207359313965,2025-09-15T14:21:43.613021,light
choreography,load_success,200,0.027130126953125,2025-09-15T14:21:45.480655,light
choreography,load_success,200,0.01089620590209961,2025-09-15T14:21:47.118399,light
choreography,load_success,200,0.010886907577514648,2025-09-15T14:21:49.294923,light
choreography,load_success,200,0.03097820281982422,2025-09-15T14:21:51.825191,light
choreography,load_success,200,0.007853031158447266,2025-09-15T14:21:54.026656,light
choreography,load_success,200,0.015175104141235352,2025-09-15T14:21:56.131442,light
choreography,load_success,200,0.0063779354095458984,2025-09-15T14:21:58.472217,light
choreography,load_success,200,0.009496212005615234,2025-09-15T14:22:00.213710,light
choreography,load_success,200,0.019224166870117188,2025-09-15T14:22:02.010510,light
choreography,load_success,200,0.009430170059204102,2025-09-15T14:22:04.414876,light
choreography,load_success,200,0.008643150329589844,2025-09-15T14:22:06.711482,light
choreography,load_success,200,0.01997208595275879,2025-09-15T14:22:08.682427,light
choreography,load_success,200,0.005707740783691406,2025-09-15T14:22:10.310388,light
choreography,load_success,200,0.011606216430664062,2025-09-15T14:22:12.339208,light
choreography,load_success,200,0.007380962371826172,2025-09-15T14:22:14.105274,light
choreography,load_success,200,0.008155107498168945,2025-09-15T14:22:16.375054,light
choreography,load_stock_failure,200,0.028883934020996094,2025-09-15T14:22:18.085944,light
choreography,load_success,200,0.00837087631225586,2025-09-15T14:22:20.288596,light
choreography,load_success,200,0.01032710075378418,2025-09-15T14:22:22.131823,light
choreography,load_success,200,0.013417959213256836,2025-09-15T14:22:24.056948,light
choreography,load_success,200,0.008893013000488281,2025-09-15T14:22:25.619862,light
choreography,load_success,200,0.01637887954711914,2025-09-15T14:22:27.788439,light
choreography,load_success,200,0.03373980522155762,2025-09-15T14:22:29.437595,light
choreography,load_success,200,0.02064371109008789,2025-09-15T14:22:31.107309,light
choreography,load_success,200,0.008546829223632812,2025-09-15T14:22:33.280988,light
choreography,load_success,200,0.006387948989868164,2025-09-15T14:22:34.988668,light
choreography,load_success,200,0.015771150588989258,2025-09-15T14:22:36.812894,light
choreography,load_success,200,0.01615619659423828,2025-09-15T14:22:38.692341,light
choreography,load_success,200,0.007275104522705078,2025-09-15T14:22:40.766864,light
choreography,load_stock_failure,200,0.007292985916137695,2025-09-15T14:22:42.341122,light
choreography,load_success,200,0.007091999053955078,2025-09-15T14:22:44.461444,light
