total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
1000,1000,0.0,270.0076348556266,3.645221471786499,3.5567283630371094,5.168962478637694,6.0462093353271475,1.8849372863769531,7.761955261230469,9-session-store,light,軽負荷,2025-09-11T20:47:37.882179,10,3.703598976135254
