total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
50000,50000,0.0,232.70458872982664,4.249451093673706,4.055023193359375,6.039857864379883,7.301821708679202,0.8940696716308594,22.539138793945312,7-rate-limiting,heavy,高負荷,2025-09-12T08:23:53.324105,100,214.86469292640686,0.036747317807533576,0.048614157527417746,45989888.0,70344704.0,33621434368.0,0.03471793285482199,0.04360917248255235,39084032.0,68136960.0,33621434368.0
