total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
50000,50000,0.0,238.12178985671656,4.155965752601624,3.7419795989990234,7.289206981658932,8.89711618423463,0.9789466857910156,193.57013702392578,4-distributed-lock,heavy,高負荷,2025-09-12T08:02:21.400962,100,209.97658395767212,0.06128317123727632,0.09190428713858426,96651264.0,164212736.0,33621434368.0,0.16398590711779745,0.21629850746268656,136847360.0,243613696.0,33621434368.0
