total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
1000,1000,0.0,290.1095447284124,3.3951187133789062,3.406405448913574,4.660606384277343,5.244078636169432,1.8520355224609375,11.258840560913086,9-session-store,light,軽負荷,2025-09-12T08:31:23.323234,10,3.4469738006591797,0.02866035856573705,0.03638446215139442,52754432.0,66809856.0,33621434368.0,0.039154324514044755,0.04920239282153539,53794816.0,68841472.0,33621434368.0
