total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
10000,10000,0.0,288.20104943203637,3.4329826831817627,3.4296512603759766,4.72193956375122,5.585970878601076,1.2068748474121094,34.10935401916504,10-leaderboard,medium,中負荷,2025-09-11T21:25:09.311034,50,34.69799995422363
