total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
10000,10000,0.0,232.49451246845769,4.2515658140182495,4.0531158447265625,5.8811068534851065,6.650238037109376,1.4190673828125,29.04796600341797,7-rate-limiting,medium,中負荷,2025-09-12T08:20:07.309662,50,43.011767864227295,0.03028525039473292,0.03778443113772455,64280576.0,81035264.0,33621434368.0,0.03618852789002043,0.044735264735264735,45989888.0,70344704.0,33621434368.0
