total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
10000,10000,0.0,174.92301786830063,5.652732515335083,5.571961402893066,8.366870880126953,9.597151279449465,1.5718936920166016,123.46601486206055,4-distributed-lock,medium,中負荷,2025-09-12T07:58:40.280059,50,57.1680052280426,0.057597047714370575,0.0819364448857994,81874944.0,108781568.0,33621434368.0,0.19034212404114886,0.23301492537313434,103432192.0,164212736.0,33621434368.0
