total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
1000,1000,0.0,230.3307840810899,4.292149782180786,4.084467887878418,5.930471420288086,6.521754264831543,2.3818016052246094,6.820201873779297,7-rate-limiting,light,軽負荷,2025-09-12T08:19:13.210938,10,4.3415820598602295,0.04489531405782651,0.053160518444665995,63975424.0,80424960.0,33621434368.0,0.03124627606752731,0.04,64280576.0,81035264.0,33621434368.0
