total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration,initial_cpu_avg,initial_cpu_max,initial_mem_usage_avg,initial_mem_usage_max,initial_mem_limit_total,final_cpu_avg,final_cpu_max,final_mem_usage_avg,final_mem_usage_max,final_mem_limit_total
1000,1000,0.0,162.98670095382667,6.077149868011475,5.813121795654297,8.410632610321045,9.443330764770506,2.8510093688964844,23.357868194580078,2-quorum-consistency,light,軽負荷,2025-09-12T07:40:13.698071,10,6.135469913482666,0.04809897479892854,0.054281466798810706,33921024.0,81805312.0,67242868736.0,0.050814772986986,0.06520398009950248,31936512.0,74117120.0,67242868736.0
