total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
1000,1000,0.0,175.59728054107842,5.6431193351745605,5.6324005126953125,7.692253589630127,8.469774723052979,2.2001266479492188,12.528181076049805,2-quorum-consistency,light,軽負荷,2025-09-11T20:39:34.092100,10,5.694849014282227
