total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
1000,1000,0.0,166.61438330868924,5.925872087478638,5.970001220703125,7.796216011047363,8.76408815383911,1.8029212951660156,13.028860092163086,6-bloom-sstable,light,軽負荷,2025-09-11T20:45:26.638189,10,6.001882791519165
