total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
1000,1000,0.0,173.61810378563518,5.700068473815918,5.609035491943359,7.992279529571533,8.939123153686523,2.522706985473633,14.24098014831543,4-distributed-lock,light,軽負荷,2025-09-11T20:41:04.173487,10,5.759768009185791
