total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
10000,10000,0.0,232.33224706031274,4.261692595481873,4.551053047180176,6.394004821777342,7.736294269561769,1.0590553283691406,140.53106307983398,4-distributed-lock,medium,中負荷,2025-09-11T21:16:49.724707,50,43.041808128356934
