total_requests,successful_requests,error_rate,qps,avg_response_time,median_response_time,p95_response_time,p99_response_time,min_response_time,max_response_time,service_name,pattern_name,pattern_description,timestamp,clients,duration
1000,1000,0.0,302.1061263531756,3.2771332263946533,3.1409263610839844,4.7441720962524405,5.8058762550353995,1.6918182373046875,8.913993835449219,1-coordinator-ring,light,軽負荷,2025-09-11T20:38:49.568975,10,3.3100950717926025
