pattern,scenario,status_code,response_time,timestamp,load_phase
choreography,success,200,0.02029871940612793,2025-09-18T08:16:30.677930,single
choreography,success,200,0.020077943801879883,2025-09-18T08:16:30.799288,single
choreography,success,200,0.01979684829711914,2025-09-18T08:16:30.920362,single
choreography,success,200,0.021440744400024414,2025-09-18T08:16:31.043257,single
choreography,success,200,0.021692991256713867,2025-09-18T08:16:31.166264,single
choreography,stock_failure,200,0.021898984909057617,2025-09-18T08:16:31.289772,single
choreography,stock_failure,200,0.02204585075378418,2025-09-18T08:16:31.413310,single
choreography,stock_failure,200,0.021947145462036133,2025-09-18T08:16:31.536857,single
choreography,stock_failure,200,0.03433084487915039,2025-09-18T08:16:31.672584,single
choreography,stock_failure,200,0.013555049896240234,2025-09-18T08:16:31.787501,single
choreography,stock_failure,200,0.019442081451416016,2025-09-18T08:16:31.907596,single
choreography,stock_failure,200,0.02056407928466797,2025-09-18T08:16:32.029568,single
choreography,stock_failure,200,0.02496790885925293,2025-09-18T08:16:32.155948,single
choreography,stock_failure,200,0.022617816925048828,2025-09-18T08:16:32.280076,single
choreography,stock_failure,200,0.024153709411621094,2025-09-18T08:16:32.405635,single
choreography,payment_failure,200,0.02082991600036621,2025-09-18T08:16:32.527947,single
choreography,payment_failure,200,0.02102208137512207,2025-09-18T08:16:32.650364,single
choreography,payment_failure,200,0.023458003997802734,2025-09-18T08:16:32.775365,single
choreography,payment_failure,200,0.020205974578857422,2025-09-18T08:16:32.896645,single
choreography,payment_failure,200,0.021785974502563477,2025-09-18T08:16:33.019838,single
choreography,payment_failure,200,0.020519018173217773,2025-09-18T08:16:33.141790,single
choreography,payment_failure,200,0.021270751953125,2025-09-18T08:16:33.264784,single
choreography,payment_failure,200,0.022325992584228516,2025-09-18T08:16:33.388521,single
choreography,payment_failure,200,0.024523019790649414,2025-09-18T08:16:33.514646,single
choreography,payment_failure,200,0.021631956100463867,2025-09-18T08:16:33.636984,single
choreography,load_success,200,0.14670801162719727,2025-09-18T08:19:44.394500,light
choreography,load_success,200,0.013757944107055664,2025-09-18T08:19:46.645253,light
choreography,load_success,200,0.014625072479248047,2025-09-18T08:19:48.561292,light
choreography,load_success,200,0.00754094123840332,2025-09-18T08:19:50.494875,light
choreography,load_success,200,0.01873302459716797,2025-09-18T08:19:52.577679,light
choreography,load_success,200,0.011631965637207031,2025-09-18T08:19:54.623682,light
