saga_id,order_id,step_number,step_name,command_type,status,started_at,completed_at,duration_ms
order-0000cb03,order-0000cb03,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:54.894741,2025-09-20 06:58:54.894741,0.0
order-0000cd2b,order-0000cd2b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:18.168763,2025-09-20 06:58:18.168763,0.0
order-000e39e7,order-000e39e7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:23.854549,2025-09-20 06:58:23.854549,0.0
order-00146edb,order-00146edb,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:24.554894,2025-09-20 06:58:24.554894,0.0
order-001b5d01,order-001b5d01,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:44.368267,2025-09-20 06:54:44.368267,0.0
order-0025abb5,order-0025abb5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:15.315056,2025-09-20 06:58:15.315056,0.0
order-002ae4d7,order-002ae4d7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:19.477624,2025-09-20 06:58:19.477624,0.0
order-002b14d8,order-002b14d8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:02.450448,2025-09-20 06:57:02.450448,0.0
order-003305aa,order-003305aa,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:31.401321,2025-09-20 06:56:31.401321,0.0
order-003494aa,order-003494aa,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:08.219922,2025-09-20 06:57:08.219922,0.0
order-00353bb0,order-00353bb0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:34.361639,2025-09-20 06:58:34.361639,0.0
order-0036cf54,order-0036cf54,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:00.799933,2025-09-20 06:57:00.799933,0.0
order-00396e8c,order-00396e8c,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:47.133556,2025-09-20 06:56:47.133556,0.0
order-003b07d9,order-003b07d9,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:49.280516,2025-09-20 06:58:49.280516,0.0
order-003f92a0,order-003f92a0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:03.258017,2025-09-20 06:57:03.258017,0.0
order-00421f47,order-00421f47,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:00.314950,2025-09-20 06:56:00.314950,0.0
order-0043a594,order-0043a594,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:11.501976,2025-09-20 06:56:11.501976,0.0
order-004991c7,order-004991c7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:38.324585,2025-09-20 06:57:38.324585,0.0
order-004b6c45,order-004b6c45,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:04.660664,2025-09-20 06:56:04.660664,0.0
order-00538620,order-00538620,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:30.201128,2025-09-20 06:56:30.201128,0.0
order-005b4703,order-005b4703,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:56.455350,2025-09-20 06:58:56.455350,0.0
order-005b987d,order-005b987d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:39.831372,2025-09-20 06:55:39.831372,0.0
order-005ce3a8,order-005ce3a8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:46.202238,2025-09-20 06:54:46.202238,0.0
order-00681b3b,order-00681b3b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:02.550530,2025-09-20 06:57:02.550530,0.0
order-006c825d,order-006c825d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:12.866669,2025-09-20 06:54:12.866669,0.0
order-00745aa8,order-00745aa8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:56.166019,2025-09-20 06:57:56.166019,0.0
order-007e1ba4,order-007e1ba4,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:39.721096,2025-09-20 06:58:39.721096,0.0
order-007fd718,order-007fd718,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:25.314666,2025-09-20 06:55:25.314666,0.0
order-00818d2b,order-00818d2b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:45.297842,2025-09-20 06:56:45.297842,0.0
order-008bc5c6,order-008bc5c6,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:15.631235,2025-09-20 06:58:15.631235,0.0
order-008f5d5f,order-008f5d5f,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:09.991608,2025-09-20 06:58:09.991608,0.0
order-0098538d,order-0098538d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:41.180137,2025-09-20 06:54:41.180137,0.0
order-0098cf81,order-0098cf81,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:32.494907,2025-09-20 06:57:32.494907,0.0
order-009cdc49,order-009cdc49,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:47.258212,2025-09-20 06:58:47.258212,0.0
order-00aaacfa,order-00aaacfa,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:44.380454,2025-09-20 06:58:44.380454,0.0
order-00af090e,order-00af090e,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:45.254332,2025-09-20 06:58:45.254332,0.0
order-00af3a20,order-00af3a20,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:45.323828,2025-09-20 06:53:45.323828,0.0
order-00af8eff,order-00af8eff,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:04.477127,2025-09-20 06:55:04.477127,0.0
order-00afc95d,order-00afc95d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:10.781264,2025-09-20 06:58:10.781264,0.0
order-00b8ca05,order-00b8ca05,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:48.770529,2025-09-20 06:58:48.770529,0.0
order-00cb36ed,order-00cb36ed,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:25.683033,2025-09-20 06:58:25.683033,0.0
order-00d47b29,order-00d47b29,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:50.106462,2025-09-20 06:56:50.106462,0.0
order-00d6ceeb,order-00d6ceeb,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:34.941820,2025-09-20 06:55:34.941820,0.0
order-00d9a5e4,order-00d9a5e4,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:06.064927,2025-09-20 06:58:06.064927,0.0
order-00da8388,order-00da8388,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:25.220737,2025-09-20 06:58:25.220737,0.0
order-00da9f64,order-00da9f64,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:16.321185,2025-09-20 06:54:16.321185,0.0
order-00e20fec,order-00e20fec,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:17.040381,2025-09-20 06:57:17.040381,0.0
order-00e2120e,order-00e2120e,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:43.785731,2025-09-20 06:57:43.785731,0.0
order-00e6540b,order-00e6540b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:51.788391,2025-09-20 06:58:51.788391,0.0
order-00f5adb3,order-00f5adb3,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:09.238488,2025-09-20 06:57:09.238488,0.0
order-00f7f1c0,order-00f7f1c0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:49.361392,2025-09-20 06:57:49.361392,0.0
order-00f93ee8,order-00f93ee8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:11.954169,2025-09-20 06:56:11.954169,0.0
order-00fa3fc5,order-00fa3fc5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:00.464859,2025-09-20 06:58:00.464859,0.0
order-01003576,order-01003576,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:19.518610,2025-09-20 06:58:19.518610,0.0
order-010139b0,order-010139b0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:14.136929,2025-09-20 06:56:14.136929,0.0
order-0107bb96,order-0107bb96,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:33.481179,2025-09-20 06:57:33.481179,0.0
order-010d8699,order-010d8699,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:38.266109,2025-09-20 06:58:38.266109,0.0
order-01130ad5,order-01130ad5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:12.952667,2025-09-20 06:58:12.952667,0.0
order-0117359b,order-0117359b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:55.480101,2025-09-20 06:56:55.480101,0.0
order-012e35e1,order-012e35e1,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:51.258912,2025-09-20 06:55:51.258912,0.0
order-012eff76,order-012eff76,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:51.864388,2025-09-20 06:54:51.864388,0.0
order-013249a1,order-013249a1,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:35.953444,2025-09-20 06:56:35.953444,0.0
order-01398c86,order-01398c86,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:36.288861,2025-09-20 06:58:36.288861,0.0
order-013b265b,order-013b265b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:57.285459,2025-09-20 06:56:57.285459,0.0
order-013e3abf,order-013e3abf,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:50.074666,2025-09-20 06:55:50.074666,0.0
order-01408053,order-01408053,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:43.134979,2025-09-20 06:56:43.134979,0.0
order-01550bd9,order-01550bd9,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:58.166152,2025-09-20 06:58:58.166152,0.0
order-0157da83,order-0157da83,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:50.160150,2025-09-20 06:56:50.160150,0.0
order-01582aba,order-01582aba,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:29.404126,2025-09-20 06:58:29.404126,0.0
order-01592d33,order-01592d33,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:11.920353,2025-09-20 06:58:11.920353,0.0
order-015c16ba,order-015c16ba,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:09.588068,2025-09-20 06:58:09.588068,0.0
order-015f00a3,order-015f00a3,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:20.746568,2025-09-20 06:56:20.746568,0.0
order-01667ae4,order-01667ae4,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:29.831532,2025-09-20 06:58:29.831532,0.0
order-016842c5,order-016842c5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:54.259885,2025-09-20 06:57:54.259885,0.0
order-016e3551,order-016e3551,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:57.762294,2025-09-20 06:58:57.762294,0.0
order-016e6450,order-016e6450,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:15.016186,2025-09-20 06:54:15.016186,0.0
order-016e98e3,order-016e98e3,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:26.795792,2025-09-20 06:58:26.795792,0.0
order-0173350d,order-0173350d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:40.845917,2025-09-20 06:58:40.845917,0.0
order-0182b843,order-0182b843,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:51.890442,2025-09-20 06:58:51.890442,0.0
order-01994f74,order-01994f74,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:56.215557,2025-09-20 06:55:56.215557,0.0
order-019c323b,order-019c323b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:54.042093,2025-09-20 06:56:54.042093,0.0
order-019e1c5f,order-019e1c5f,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:50.523881,2025-09-20 06:58:50.523881,0.0
order-01a31bff,order-01a31bff,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:26.644654,2025-09-20 06:54:26.644654,0.0
order-01a5da62,order-01a5da62,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:03.875237,2025-09-20 06:58:03.875237,0.0
order-01a5e571,order-01a5e571,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:31.082140,2025-09-20 06:56:31.082140,0.0
order-01a6eaed,order-01a6eaed,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:34.215874,2025-09-20 06:56:34.215874,0.0
order-01c256db,order-01c256db,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:39.978664,2025-09-20 06:57:39.978664,0.0
order-01cb36bf,order-01cb36bf,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:11.192120,2025-09-20 06:58:11.192120,0.0
order-01cbb9ca,order-01cbb9ca,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:44.795640,2025-09-20 06:58:44.795640,0.0
order-01ce39c6,order-01ce39c6,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:12.079357,2025-09-20 06:57:12.079357,0.0
order-01d0926c,order-01d0926c,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:10.158171,2025-09-20 06:56:10.158171,0.0
order-01d61f55,order-01d61f55,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:57.103273,2025-09-20 06:54:57.103273,0.0
order-01ec0ebf,order-01ec0ebf,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:26.092386,2025-09-20 06:58:26.092386,0.0
order-01ec283e,order-01ec283e,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:21.525351,2025-09-20 06:55:21.525351,0.0
order-01ef9e31,order-01ef9e31,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:27.423900,2025-09-20 06:58:27.423900,0.0
order-01f210ae,order-01f210ae,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:22.031498,2025-09-20 06:58:22.031498,0.0
order-01f98384,order-01f98384,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:44.620273,2025-09-20 06:57:44.620273,0.0
order-01fb51f4,order-01fb51f4,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:50.866561,2025-09-20 06:53:50.866561,0.0
order-01fb9705,order-01fb9705,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:55.729519,2025-09-20 06:56:55.729519,0.0
order-01fd0632,order-01fd0632,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:49.092324,2025-09-20 06:58:49.092324,0.0
order-020924c7,order-020924c7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:12.772787,2025-09-20 06:57:12.772787,0.0
order-0209bccc,order-0209bccc,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:55.663797,2025-09-20 06:55:55.663797,0.0
order-020fc18b,order-020fc18b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:51.938166,2025-09-20 06:56:51.938166,0.0
order-0213f990,order-0213f990,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:10.046962,2025-09-20 06:58:10.046962,0.0
order-0225bba5,order-0225bba5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:15.381819,2025-09-20 06:57:15.381819,0.0
order-02279d2a,order-02279d2a,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:48.347783,2025-09-20 06:55:48.347783,0.0
order-0232c1e7,order-0232c1e7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:41.768033,2025-09-20 06:55:41.768033,0.0
order-023aa467,order-023aa467,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:08.493517,2025-09-20 06:56:08.493517,0.0
order-02453a89,order-02453a89,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:37.459293,2025-09-20 06:57:37.459293,0.0
order-0245e22b,order-0245e22b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:15.004089,2025-09-20 06:57:15.004089,0.0
order-025482f5,order-025482f5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:58.913917,2025-09-20 06:55:58.913917,0.0
order-02592af8,order-02592af8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:47.213394,2025-09-20 06:55:47.213394,0.0
order-025f5a65,order-025f5a65,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:48.866156,2025-09-20 06:55:48.866156,0.0
order-0266cba7,order-0266cba7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:13.399251,2025-09-20 06:56:13.399251,0.0
order-026a0387,order-026a0387,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:10.747604,2025-09-20 06:58:10.747604,0.0
order-0274a8ee,order-0274a8ee,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:09.980135,2025-09-20 06:58:09.980135,0.0
order-0276bc0a,order-0276bc0a,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:04.103345,2025-09-20 06:58:04.103345,0.0
order-027c2949,order-027c2949,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:15.730861,2025-09-20 06:58:15.730861,0.0
order-027c7e2b,order-027c7e2b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:33.076451,2025-09-20 06:56:33.076451,0.0
order-02835e28,order-02835e28,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:12.848630,2025-09-20 06:54:12.848630,0.0
order-028476ef,order-028476ef,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:10.137832,2025-09-20 06:58:10.137832,0.0
order-02a2bb3b,order-02a2bb3b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:53.464092,2025-09-20 06:55:53.464092,0.0
order-02a5b053,order-02a5b053,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:02.124738,2025-09-20 06:55:02.124738,0.0
order-02ad03fc,order-02ad03fc,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:47.340873,2025-09-20 06:56:47.340873,0.0
order-02aefa13,order-02aefa13,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:29.377683,2025-09-20 06:58:29.377683,0.0
order-02bfb4c7,order-02bfb4c7,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:32.159715,2025-09-20 06:57:32.159715,0.0
order-02c12487,order-02c12487,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:32.586708,2025-09-20 06:57:32.586708,0.0
order-02c3c578,order-02c3c578,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:10.530610,2025-09-20 06:54:10.530610,0.0
order-02c4e7d4,order-02c4e7d4,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:51.010832,2025-09-20 06:57:51.010832,0.0
order-02d0d495,order-02d0d495,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:45.443382,2025-09-20 06:53:45.443382,0.0
order-02d3276b,order-02d3276b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:11.128878,2025-09-20 06:58:11.128878,0.0
order-02d41df5,order-02d41df5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:46.094459,2025-09-20 06:58:46.094459,0.0
order-02d8bcd0,order-02d8bcd0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:47.674179,2025-09-20 06:54:47.674179,0.0
order-02da534e,order-02da534e,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:46.938800,2025-09-20 06:57:46.938800,0.0
order-02e60e0b,order-02e60e0b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:36.653250,2025-09-20 06:58:36.653250,0.0
order-02e70c87,order-02e70c87,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:01.579515,2025-09-20 06:58:01.579515,0.0
order-02ea278e,order-02ea278e,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:54:07.251075,2025-09-20 06:54:07.251075,0.0
order-02f74cdf,order-02f74cdf,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:51.697965,2025-09-20 06:56:51.697965,0.0
order-02f8c24f,order-02f8c24f,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:54.852930,2025-09-20 06:55:54.852930,0.0
order-0301b579,order-0301b579,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:46.260481,2025-09-20 06:58:46.260481,0.0
order-0304eeff,order-0304eeff,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:57.531448,2025-09-20 06:55:57.531448,0.0
order-0306651b,order-0306651b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:59.891465,2025-09-20 06:58:59.891465,0.0
order-0306f4bd,order-0306f4bd,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:16.492994,2025-09-20 06:57:16.492994,0.0
order-0309935b,order-0309935b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:14.198987,2025-09-20 06:58:14.198987,0.0
order-030bc6a0,order-030bc6a0,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:59.723273,2025-09-20 06:57:59.723273,0.0
order-031ec9f5,order-031ec9f5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:20.992239,2025-09-20 06:56:20.992239,0.0
order-0320bd69,order-0320bd69,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:49.736605,2025-09-20 06:55:49.736605,0.0
order-0321feb2,order-0321feb2,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:24.648817,2025-09-20 06:58:24.648817,0.0
order-0325f771,order-0325f771,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:15.918060,2025-09-20 06:58:15.918060,0.0
order-0328ca11,order-0328ca11,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:45.171851,2025-09-20 06:57:45.171851,0.0
order-03296779,order-03296779,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:51.625686,2025-09-20 06:58:51.625686,0.0
order-03352ba1,order-03352ba1,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:57.429117,2025-09-20 06:57:57.429117,0.0
order-0344588c,order-0344588c,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:43.469945,2025-09-20 06:53:43.469945,0.0
order-034566f5,order-034566f5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:03.970580,2025-09-20 06:58:03.970580,0.0
order-034eeade,order-034eeade,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:06.394813,2025-09-20 06:58:06.394813,0.0
order-034fad9b,order-034fad9b,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:44.448790,2025-09-20 06:57:44.448790,0.0
order-0350007d,order-0350007d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:15.806398,2025-09-20 06:56:15.806398,0.0
order-0352deff,order-0352deff,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:19.340797,2025-09-20 06:55:19.340797,0.0
order-0358b7f1,order-0358b7f1,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:42.964083,2025-09-20 06:57:42.964083,0.0
order-035925a9,order-035925a9,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:25.343467,2025-09-20 06:55:25.343467,0.0
order-035b2d13,order-035b2d13,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:38.099739,2025-09-20 06:55:38.099739,0.0
order-035bfa8d,order-035bfa8d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:12.861452,2025-09-20 06:57:12.861452,0.0
order-035f4dcc,order-035f4dcc,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:52.509098,2025-09-20 06:55:52.509098,0.0
order-035f7455,order-035f7455,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:08.586493,2025-09-20 06:58:08.586493,0.0
order-0362303f,order-0362303f,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:55.183265,2025-09-20 06:58:55.183265,0.0
order-036d7b47,order-036d7b47,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:23.186361,2025-09-20 06:55:23.186361,0.0
order-0377234d,order-0377234d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:45.164153,2025-09-20 06:56:45.164153,0.0
order-037a359d,order-037a359d,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:13.659009,2025-09-20 06:58:13.659009,0.0
order-0380f850,order-0380f850,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:32.761799,2025-09-20 06:56:32.761799,0.0
order-0381cc87,order-0381cc87,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:13.754135,2025-09-20 06:56:13.754135,0.0
order-038d7775,order-038d7775,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:47.650703,2025-09-20 06:56:47.650703,0.0
order-038e40ae,order-038e40ae,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:27.127147,2025-09-20 06:58:27.127147,0.0
order-03971156,order-03971156,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:45.009770,2025-09-20 06:58:45.009770,0.0
order-039ae659,order-039ae659,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:56:11.122435,2025-09-20 06:56:11.122435,0.0
order-039ba489,order-039ba489,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:59:00.835139,2025-09-20 06:59:00.835139,0.0
order-039ead72,order-039ead72,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:53.734950,2025-09-20 06:58:53.734950,0.0
order-039f1907,order-039f1907,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:48.312443,2025-09-20 06:57:48.312443,0.0
order-039f40e2,order-039f40e2,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:51.528270,2025-09-20 06:55:51.528270,0.0
order-03a13043,order-03a13043,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:35.437506,2025-09-20 06:57:35.437506,0.0
order-03a22b64,order-03a22b64,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:36.851651,2025-09-20 06:55:36.851651,0.0
order-03a6c6b5,order-03a6c6b5,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:39.431857,2025-09-20 06:57:39.431857,0.0
order-03a7a0ad,order-03a7a0ad,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:40.959381,2025-09-20 06:53:40.959381,0.0
order-03b5d4b8,order-03b5d4b8,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:44.774247,2025-09-20 06:55:44.774247,0.0
order-03b8bfd3,order-03b8bfd3,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:58.996898,2025-09-20 06:55:58.996898,0.0
order-03c04496,order-03c04496,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:55:59.501908,2025-09-20 06:55:59.501908,0.0
order-03c06e47,order-03c06e47,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:57:02.805564,2025-09-20 06:57:02.805564,0.0
order-03c7a553,order-03c7a553,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:58.975090,2025-09-20 06:58:58.975090,0.0
order-03c81ade,order-03c81ade,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:53:41.885602,2025-09-20 06:53:41.885602,0.0
order-03d0ba1f,order-03d0ba1f,1,EventType.ORDER_CREATED,forward,completed,2025-09-20 06:58:49.667758,2025-09-20 06:58:49.667758,0.0
